Code,_id,Shop Name Tc,Shop Name En,DistrictTc,DistrictEn,Latitude,Longitude,Store.AddressTc,Store.AddressEn,Store.Is24Hours
1249,637,7-Eleven 大嶼山,7-Eleven Lantau Island,大嶼山,Lantau Island,22.29679475,114.0176207,香港大嶼山愉景灣碼頭C及D號舖,"Spaces No. C& D, Discovery Bay Pier, Lantau Island, Hong Kong",TRUE
475,169,7-Eleven 大嶼山,7-Eleven Lantau Island,大嶼山,Lantau Island,22.2641337,114.00186,香港大嶼山梅窩銀運路3號梅窩中心地下13號舖,"Shop 13, G/F., & C/1, Mui Wo Centre, No. 3 Ngan Wan Road, Mui Wo, HK",TRUE
1173,585,7-Eleven 大嶼山,7-Eleven Lantau Island,大嶼山,Lantau Island,22.29664089,113.9210343,香港大嶼山赤獵角駿坪路10號亞洲空運中心第二期貨車停車場3樓舖位 ,"Shop at 3/F, Multi-level truck park, Tower 2, Asia Airfreight Terminal, No.10 Chun Ping Road, Chek Lap Kok, Lantau, Hong Kong",TRUE
1562,915,7-Eleven 大嶼山 (非24小時營業),7-Eleven Lantau Island (Non-24 Hours),大嶼山,Lantau Island,22.30812928,114.016301,大嶼山愉景灣海澄湖畔路92號LG樓21A號舖,"Shop No. LG21A, LG/F, No. 92 Siena Avenue, DB North Plaza, Discovery Bay, Outlying Island",FALSE
1008,460,7-Eleven 大嶼山 (非24小時營業),7-Eleven Lantau Island (Non-24 Hours),大嶼山,Lantau Island,22.25609948,113.9029536,新界大嶼山昂坪 昂坪市集地下21號舖位,"Shop No.21, G/F., Ngong Ping Village, Ngong Ping, Lantau Island, N.T",FALSE
1572,925,7-Eleven 大嶼山 (非24小時營業),7-Eleven Lantau Island (Non-24 Hours),大嶼山,Lantau Island,22.26553968,113.9969771,新界大嶼山梅窩銀礦灣路6號地下6號舖,"Shop No. 6, G/F, No. 6 Ngan Kwong Wan Road, Mui Wo, Lantau Island, N.T",FALSE
821,347,7-Eleven 大嶼山 (非24小時營業),7-Eleven Lantau Island (Non-24 Hours),大嶼山,Lantau Island,22.3081051,114.0166047,香港大嶼山愉景灣商場C座地下G40A舖 ,"Shop G40A, G/F, Blk C, DB Plaza, Discovery Bay, Lantau Island",FALSE
1587,940,7-Eleven 大嶼山 (非24小時營業),7-Eleven Lantau Island (Non-24 Hours),大嶼山,Lantau Island,22.31542583,114.0399185,香港大嶼山香港迪士尼公園迪士尼行政大樓二期 BOH-645 室,"BOH-645, Team Disney Two, Hong Kong Disneyland Resort, Lantau, Hong Kong",FALSE
900,392,7-Eleven 大嶼山 (非24小時營業),7-Eleven Lantau Island (Non-24 Hours),大嶼山,Lantau Island,22.31972343,114.0373886,香港大嶼山香港迪士尼公園迪欣湖活動中心,"Boat House (Portion), Inspiration Lake Recreation Center, Hong Kong Disneyland Resort, Lantau Island, Hong Kong",FALSE
1264,651,7-Eleven 大角咀,7-Eleven Tai Kok Tsui,大角咀,Tai Kok Tsui,22.3198494,114.1656248,九龍大角咀塘尾道51號新港豪庭地下D號舖,"Shop D, G/F, Metro Regalia, 51 Tong Mi Rd., Tai Kok Tsui, KLN",TRUE
1490,843,7-Eleven 大角咀,7-Eleven Tai Kok Tsui,大角咀,Tai Kok Tsui,22.322102,114.16161,九龍大角咀大全街6-20號及大角咀道129-137號大同新?大富樓地下A1E舖,"Shop A1E, G/F, Tai Fu Building, Nos.6-20 Tai Tsun Street, Nos.129-137 Tai Kok Tsui Road, Cosmopolitan Estate, Kowloon",TRUE
1194,600,7-Eleven 大角咀,7-Eleven Tai Kok Tsui,大角咀,Tai Kok Tsui,22.3212566,114.1611671,九龍大角咀大同新? 埃華街67-87號大眾樓地下K1舖位,"Shop No.K1 on G/F., Tai Chung Building, Nos.67-87 Ivy Street, Cosmopolitan Estate, Tai Kok Tsui, Kowloon",TRUE
275,81,7-Eleven 大角咀,7-Eleven Tai Kok Tsui,大角咀,Tai Kok Tsui,22.3197653,114.1626069,九龍大角咀新九龍廣場地下79-80號舖,"Shop 079-080, G/F, New Kowloon Plaza, Taikoktsui, Kln",TRUE
148,44,7-Eleven 大角咀,7-Eleven Tai Kok Tsui,大角咀,Tai Kok Tsui,22.3208349,114.1645344,九龍大角咀福全街25號宏福樓地下,"G/F., 25 Fuk Tsuen Street, Wang Fuk House, Kln",TRUE
1217,616,7-Eleven 大角咀,7-Eleven Tai Kok Tsui,大角咀,Tai Kok Tsui,22.3245393,114.160445,九龍大角咀福利街八號港灣豪庭廣場地下G34號舖,"Shop G34, G/F,  Metro Harbour Plaza, No. 8 Fuk Lee Street, Tai Kok Tsui, Kowloon",TRUE
93,22,7-Eleven 大角咀,7-Eleven Tai Kok Tsui,大角咀,Tai Kok Tsui,22.3206456,114.1617244,九龍大角咀道79號興旺大廈地下7號舖,"Shop 7, G/F, Hing Wong Mansion, 79 Tai Kok Tsui Road, Kln",TRUE
717,291,7-Eleven 天水圍,7-Eleven Tin Shui Wai,天水圍,Tin Shui Wai,22.45278911,114.000417,元朗天水圍嘉湖山莊樂湖居新北江商場地下4號舖                                ,"Shop No.4 of Portion B, G/F., Commercial Development, Locwood Court, Kingswood Villas, No.1 Tin Wu Road, Tin Shui Wai, NT",TRUE
528,197,7-Eleven 天水圍,7-Eleven Tin Shui Wai,天水圍,Tin Shui Wai,22.45733035,114.0046442,新界元朗天水圍嘉湖銀座第 2 期地下G33-G34號舖位,"Shop G33-G34, G/F, Phase 2, Kingswood Ginza, Tin Shui Wai, NT",TRUE
463,159,7-Eleven 天水圍,7-Eleven Tin Shui Wai,天水圍,Tin Shui Wai,22.45171575,114.001506,新界元朗天水圍天湖路1號嘉湖新北江商場地下A10-A13號舖位,"Shop A10-A13, G/F., Kingswood Richly Plaza, 1 Tin Wu Road, Tin Shui Wai, NT",TRUE
1250,638,7-Eleven 天水圍,7-Eleven Tin Shui Wai,天水圍,Tin Shui Wai,22.45854991,114.0017313,"新界天水圍俊宏軒俊宏廣場L01, L02及L03號舖","Shop Nos. L01, L02 & L03, Ground Floor, Grandeur Terrace, Tin Shui Wai, NT",TRUE
814,342,7-Eleven 天水圍,7-Eleven Tin Shui Wai,天水圍,Tin Shui Wai,22.46831844,114.0000764,新界天水圍俊宏軒商場L29號舖,"Shop No L29 on Ground Floor of Grandeur Terrace, Tin Shui Wai.",TRUE
694,281,7-Eleven 天水圍,7-Eleven Tin Shui Wai,天水圍,Tin Shui Wai,22.46818708,114.0003526,新界天水圍俊宏軒地下G02舖位,"Ground Floor, Grandeur Terrace, Tin Shui Wai Town Lot No.28, Yuen Long, NT",TRUE
1266,652,7-Eleven 天水圍,7-Eleven Tin Shui Wai,天水圍,Tin Shui Wai,22.457916,114.002851,新界天水圍天恩路12-18號嘉湖銀座一期地下G58-60號舖,"Shop 58-60, G/F., Phase 1 of Fortune Kingswood, Tin Shui Wai, NT",TRUE
1368,732,7-Eleven 天水圍,7-Eleven Tin Shui Wai,天水圍,Tin Shui Wai,22.457916,114.002851,新界天水圍天恩路12至18號嘉湖銀座廣場1期地下G73B號舖,"Shop No. G73B, G/F., of Phase 1, Fortune Kingswood, 12-18 Tin Yan Road, Tin Shui Wai, NT",TRUE
840,358,7-Eleven 天水圍,7-Eleven Tin Shui Wai,天水圍,Tin Shui Wai,22.45328984,114.0073827,新界天水圍天慈村天慈商場2號舖,"Shop 2, Tin Tsz Shopping Centre, Tin Shui Wai, New Territories",TRUE
1233,626,7-Eleven 天水圍,7-Eleven Tin Shui Wai,天水圍,Tin Shui Wai,22.46232752,114.0033674,新界天水圍天晴?天晴商場地下7號舖位  ,"Shop 7, G/F., Tin Ching Shopping Centre, Tin Ching Estate, Tin Shui Wai, N.T.",TRUE
1553,906,7-Eleven 天水圍,7-Eleven Tin Shui Wai,天水圍,Tin Shui Wai,22.45075765,114.0043561,新界天水圍天湖路天耀廣場地下L032號舖,"Shop No. L032, G/F, Tin Yiu Plaza, Tin Yiu Estate, Tin Wu Road, Tin Shui Wai, N.T.",TRUE
622,246,7-Eleven 天水圍,7-Eleven Tin Shui Wai,天水圍,Tin Shui Wai,22.4682416,113.9988399,新界天水圍天澤村天澤商場地下11號舖位,"Shop No.11 G/F., Tin Chak Shopping Ctr., Tin Chak Est., Tin Shui Wai, NT",TRUE
1526,879,7-Eleven 天水圍,7-Eleven Tin Shui Wai,天水圍,Tin Shui Wai,22.456017,113.998373,新界天水圍天瑞 (I及II) ?天瑞商場地下G1A號舖,"Shop No. G1A, G/F, Tin Shui Shopping Centre, Tin Shui (I & II) Estate, Tin Shui Wai, N.T.",TRUE
1139,557,7-Eleven 天水圍,7-Eleven Tin Shui Wai,天水圍,Tin Shui Wai,22.46125424,113.9964795,新界天水圍天華?服務設施大樓地下1A號舖位,"Shop 1A, Free Standing Building, Tin Wah Estate, Tin Shui Wai, N.T.",TRUE
1433,790,7-Eleven 天水圍,7-Eleven Tin Shui Wai,天水圍,Tin Shui Wai,22.4615626,113.9977878,新界天水圍頌富廣場1期地下1號及2號舖,"Shop Nos. 1 & 2, G/F, Chung Fu Plaza Phase 1, Tin Shui Wai, N.T.",TRUE
795,332,7-Eleven 天水圍 (非24小時營業),7-Eleven Tin Shui Wai (Non-24 Hours),天水圍,Tin Shui Wai,22.44826507,114.0048453,天水圍西鐵站35號舖,"Shop TIS 34-35, Paid Concourse at MTR Tin Shui Wai West Rail Line Station, New Territories",FALSE
699,282,7-Eleven 天水圍 (非24小時營業),7-Eleven Tin Shui Wai (Non-24 Hours),天水圍,Tin Shui Wai,22.44827747,114.0046334,新界九廣西鐵天水圍站非繳費區1-2號舖,"Shop No. TIS 1-2 at Unpaid Concourse, MTR Tin Shui Wai Station, New Territories",FALSE
1172,584,7-Eleven 天水圍 (非24小時營業),7-Eleven Tin Shui Wai (Non-24 Hours),天水圍,Tin Shui Wai,22.45727086,114.0047514,新界天水圍嘉湖銀座二期地下G07A號舖,"Shop No. G07A on Ground Floor of Phase 2, Fortune Kingswood, Tin Shui Wai, NT",FALSE
1588,941,7-Eleven 天水圍 (非24小時營業),7-Eleven Tin Shui Wai (Non-24 Hours),天水圍,Tin Shui Wai,22.46547545,113.9989692,新界天水圍天秀路8號1樓1116號舖,"Shop No. 1116, 1/F, the development to be erected on Tin Shui Wai Town Lot No.26, No. 8 Tin Sau Road, Tin Shui Wai, N.T.",FALSE
1556,909,7-Eleven 天水圍 (非24小時營業),7-Eleven Tin Shui Wai (Non-24 Hours),天水圍,Tin Shui Wai,22.46117244,113.9980379,新界天水圍頌富廣場1樓L117A號舖,"Shop No. L117A, 1/F, Chung Fu Plaza (Phase 1), Tin Chung Court, Tin Shui Wai, Yuen Long, N.T.",FALSE
486,176,7-Eleven 太古城,7-Eleven Tai Koo Shing,太古城,Tai Koo Shing,22.28597428,114.2184162,香港太古太古城第3期富山閣地下14號舖位,"Shop G14 on G/F., Fu Shan Mansion, Stage III, Tai Koo Shing, HK",TRUE
1260,647,7-Eleven 太古城,7-Eleven Tai Koo Shing,太古城,Tai Koo Shing,22.285279,114.220157,香港港島東太古城第5期寧安閣G506至G507號舖,"Shop Nos. G506~G507, Ning On Mansion, Stage V, Taikoo Shing, Island East, Hong Kong",TRUE
775,325,7-Eleven 太古城 (非24小時營業),7-Eleven Tai Koo Shing (Non-24 Hours),太古城,Tai Koo Shing,22.28465393,114.2163295,太古地鐵站3號舖(閘內),Kiosk TAK 15 at MTR Tai Koo Station,FALSE
1472,826,7-Eleven 太古城 (非24小時營業),7-Eleven Tai Koo Shing (Non-24 Hours),太古城,Tai Koo Shing,22.286399,114.220274,香港太古太古城太榮路2號南海閣(T-54座)地下G901C舖,"Shop No. G901C, G/F, Nam Hoi Mansion (Tower 54), No. 2 Tai Wing Avenue, Tai Koo Shing, Hong Kong",FALSE
556,210,7-Eleven 太古城 (非24小時營業),7-Eleven Tai Koo Shing (Non-24 Hours),太古城,Tai Koo Shing,22.28368103,114.2154014,香港康怡花園康安街2-8號地下A5號舖位,"Shop No.A5, G/F., Nos.2-8 Hong On St., Kornhill, HK",FALSE
1497,850,7-Eleven 太子,7-Eleven Prince Edward,太子,Prince Edward,22.324847,114.167356,"九龍旺角基隆街2, 2A, 4, 4A, 8-16號及砵蘭街379A-379E號華寶大廈地下8號舖","Shop No. 8, G/F, Wah Po Mansion, Nos. 2, 2A, 4, 4A, 8-16 Ki Lung Street & Nos. 379A-379E Portland Street, Kowloon",TRUE
1487,841,7-Eleven 太子,7-Eleven Prince Edward,太子,Prince Edward,22.3243663,114.1676548,九龍砵蘭街372-378號地下A號舖,"Shop A on G/F, Nos. 372-378 Portland Street, Kowloon",TRUE
1474,828,7-Eleven 太子 (非24小時營業),7-Eleven Prince Edward (Non-24 Hours),太子,Prince Edward,22.32407052,114.168224,港?太子站PRE18號舖,Kiosk No. PRE18 at MTR Prince Edward Station,FALSE
710,287,7-Eleven 太子 (非24小時營業),7-Eleven Prince Edward (Non-24 Hours),太子,Prince Edward,22.32463127,114.1682482,港鐵太子站9及10號舖位,"Kiosk PRE 9 & PRE 10, Prince Edward MTR Station, KLN",FALSE
1415,772,7-Eleven 將軍澳,7-Eleven Tseung Kwan O,將軍澳,Tseung Kwan O,22.30381768,114.2502326,將軍澳善明?善智樓地下1號舖位,"Shop No. 1, G/F., Shin Chi House, Shin Ming Estate, Tseung Kwan O, NT",TRUE
662,268,7-Eleven 將軍澳,7-Eleven Tseung Kwan O,將軍澳,Tseung Kwan O,22.31557967,114.2643785,將軍澳坑口站HAH1號舖位,"Concession HAH 1 at MTR Hang Hau Station, Tseung Kwan O, NT",TRUE
1428,785,7-Eleven 將軍澳,7-Eleven Tseung Kwan O,將軍澳,Tseung Kwan O,22.316094,114.262367,將軍澳常寧路10號安寧花園第二座地下17號舖,"Shop 17, G/F, Block 2, On Ning Garden, No.10 Sheung Ning Road, Tseung Kwan O, N.T.",TRUE
627,250,7-Eleven 將軍澳,7-Eleven Tseung Kwan O,將軍澳,Tseung Kwan O,22.30598653,114.2511821,將軍澳彩明商場1號舖位,"Shop 1, Choi Ming Shopping Centre, Tseung Kwan O, NT",TRUE
579,223,7-Eleven 將軍澳,7-Eleven Tseung Kwan O,將軍澳,Tseung Kwan O,22.3109738,114.2611767,"新界唐明街1號將軍澳富康花園地下53, 54, 57及58號舖位","Shop 53-54& 57-58, G/F, Beverly Garden, 1 Tong Ming St, Tseung Kwan O, NT",TRUE
1111,534,7-Eleven 將軍澳,7-Eleven Tseung Kwan O,將軍澳,Tseung Kwan O,22.31727441,114.2647728,新界將軍澳厚德?厚德商場東翼地下G41-42號舖,"Shop No. G41-42 on G/F., East Wing, Hau Tak Shopping Centre, Hau Tak Estate, Tseung Kwan O, N.T.",TRUE
1514,867,7-Eleven 將軍澳,7-Eleven Tseung Kwan O,將軍澳,Tseung Kwan O,22.306734,114.262383,新界將軍澳唐俊街11號寶盈花園地下S7及S7A舖,"Shop Nos. S7 & S7A, G/F of Commercial Centre, Bauhinia Garden, 11 Tong Chun Street, Tseung Kwan O, N.T.",TRUE
576,221,7-Eleven 將軍澳,7-Eleven Tseung Kwan O,將軍澳,Tseung Kwan O,22.32064645,114.2665243,新界將軍澳坑口村地下4號A舖位,"G/F., 4A Hang Hau Village, Tseung Kwan O, NT",TRUE
1166,579,7-Eleven 將軍澳,7-Eleven Tseung Kwan O,將軍澳,Tseung Kwan O,22.32529374,114.2561898,新界將軍澳寶林?寶林購物中心二樓206號舖位,"Shop 206, 2/F of Po Lam Shopping Centre, Po Lam Estate, Tseung Kwan O, N.T.",TRUE
1508,861,7-Eleven 將軍澳,7-Eleven Tseung Kwan O,將軍澳,Tseung Kwan O,22.3065039,114.2630811,新界將軍澳怡明?怡悅樓地下1號?,"Shop No.1, G/F, Yee Yuet House, Yee Ming Estate, Tseung Kwan O, N.T.",TRUE
293,86,7-Eleven 將軍澳,7-Eleven Tseung Kwan O,將軍澳,Tseung Kwan O,22.32084992,114.2615676,新界將軍澳景林村景林商場第2號舖    ,"Shop No. 2, G/F, King Lam Shopping Centre, King Lam Estate, No. 38 Po Lam Road North, Tseung Kwan O, N.T.",TRUE
499,182,7-Eleven 將軍澳,7-Eleven Tseung Kwan O,將軍澳,Tseung Kwan O,22.3239167,114.2545187,新界將軍澳毓雅里7號富麗花園地下2號舖,"Shop No. 2, G/F., Finery Park, 7 Yuk Nga Lane, Tseung Kwan O, NT",TRUE
1346,714,7-Eleven 將軍澳,7-Eleven Tseung Kwan O,將軍澳,Tseung Kwan O,22.32268602,114.2491382,新界將軍澳翠林村翠林商場5樓123號舖,"Shop No. 123, 5/F, Tsui Lam Shopping Centre, Tsui Lam Estate, Tseung Kwan O, New Territories",TRUE
480,171,7-Eleven 將軍澳,7-Eleven Tseung Kwan O,將軍澳,Tseung Kwan O,22.322671,114.255324,新界將軍澳貿泰路8號茵怡花園第3座地下10號舖,"Shop 10, G/F., Blk 3, Verbena Heights, 8 Mau Tai Rd., Tseung Kwa O, NT",TRUE
550,207,7-Eleven 將軍澳,7-Eleven Tseung Kwan O,將軍澳,Tseung Kwan O,22.313879,114.265714,新界將軍澳銀澳路1號新寶城新寶城商場地下28-29舖位,"Shop 28-29, G/F., La Cite Noble Shopping Centre, La Cite Noble, No.1 Ngan O Road, Tseung Kwan O, NT",TRUE
1412,769,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.310416,114.256385,將軍澳唐明街2號尚德商場2樓228號舖,"Shop No. 228, 2/F., Sheung Tak Shopping Centre, Sheung Tak Estate, Tseung Kwan O, N.T.",FALSE
661,267,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.32244782,114.2578125,將軍澳寶琳站POA7號舖位,"Concession POA 7 at MTR Po Lam Station, Tseung Kwan O, NT",FALSE
1585,938,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.30779801,114.25913,新界將軍澳唐俊街12號天晉匯1樓107號舖,"Shop No.107 on First Floor of Pop Walk, No. 12 Tong Chun Street, Tseung Kwan O, N.T.",FALSE
1424,781,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.314742,114.2657466,新界將軍澳培成路18號海悅豪園購物商場地下上層2及3號舖,"Shop 2 & 3, Upper Ground Floor, Maritime Bay Shopping Mall, 18 Pui Shing Road, Tseung Kwan O, N.T",FALSE
1297,676,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.31444,114.263394,新界將軍澳培成路8號南豐廣場1樓B03A號舖,"Shop B03A, Podium Level One, Nan Fung Plaza, No. 8 Pui Shing Road, Tseung Kwan O, N.T.",FALSE
1590,943,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.3236814,114.2574524,新界將軍澳新都城2期1樓1003號?,"Shop No. 1003 on Level 1 of Metro City Phase II, Tseung Kwan O, N.T.",FALSE
805,340,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.32246023,114.2569649,新界將軍澳新都城中心第3期2樓243號舖,"Shop 243 on Level 2, Metro City Phase III, The Metropolis, Sai Kung NT",FALSE
1092,520,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.304566,114.251152,新界將軍澳景嶺路八號，調景嶺地鐵站上蓋都會?商場第三層L3-001號舖位,"Shop No.L3-001 at Level 3 of Metro Town, Tiu Keng Leng MTR Station, No. 8 King Ling Road, Tseung Kwan O, N.T.",FALSE
1455,811,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.320683,114.256649,新界將軍澳運亨路1號新都城中心一期2樓237號舖,"Shop No. 237, Level 2, Metro City Phase I, 1 Wan Hang Road, Tseung Kwan O, NT",FALSE
827,351,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.31969366,114.2525929,新界西貢將軍澳寶琳北路1號康盛花園商場一樓114號舖位,"Shop 114, 1/F, Commercial & Garage Block, Hong Sing Garden, 1 Po Lam Road North, Tseung Kwan O, Sai Kung, NT",FALSE
838,357,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.3060498,114.2511234,新界調景嶺彩明商場2樓205號舖位,"Shop No. 205, 2/F, Choi Ming Shopping Center, Tseung Kwan O, NT",FALSE
738,304,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.31557967,114.2644215,港鐵坑口站HAH 12號舖位,"Kiosk HAH 12 Hang Hau MTR Station, KLN",FALSE
736,302,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.32246767,114.2578769,港鐵寶琳站POA 1號舖位,"Kisok POA 1 Po Lam MTR Station, KLN",FALSE
737,303,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.30732157,114.2600012,港鐵將軍澳站TKO 1號舖位,"Kisok TKO 1 Tseung Kwan O MTR Station, KLN",FALSE
1567,920,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.30754242,114.2605537,港鐵將軍澳站TKO16號舖,Concession No. TKO 16 at MTR Tseung Kwan O Station,FALSE
1315,689,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.29591624,114.2695284,港鐵康城站LHP 1號舖,Concession No. LHP 1 at MTR LOHAS Park Station,FALSE
1316,690,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.29572763,114.2688525,港鐵康城站LHP 4號舖,Concession No. LHP 4 at MTR LOHAS Park Station,FALSE
739,305,7-Eleven 將軍澳 (非24小時營業),7-Eleven Tseung Kwan O (Non-24 Hours),將軍澳,Tseung Kwan O,22.30370849,114.2521477,港鐵調景嶺站TIK 1號舖位,"Kiosk TIK 1 Tiu Keng Leng MTR Station, KLN",FALSE
804,339,7-Eleven 小西灣 (非24小時營業),7-Eleven Siu Sai Wan (Non-24 Hours),小西灣,Siu Sai Wan,22.26646058,114.2500153,香港小西灣藍灣半島上層地下60號舖,"Shop No.60 UG/F, Island Resort Mall, 28 Siu Sai Wan Road, Chai Wan",FALSE
563,213,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.30259055,114.172018,九龍佐敦彌敦道176號好收成大廈地下D舖及C舖後半部份(舖面向山林道),"Shop D and Rear Portion of Shop C, G/F., Good Results Building, 176 Nathan Rd., Jordan, KLN",TRUE
1445,801,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.2958686,114.1728713,九龍尖沙咀中間道5-6號遠東大廈地下9號舖位,"Shop No.9, G/F, Far East Mansion, Nos.5-6 Middle Road, T.S.T., Kowloon",TRUE
1355,721,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.2972567,114.1726391,九龍尖沙咀加拿分道1-9號美麗都大廈地下58號舖,"Shop 58 on G/F, Mirador Mansion, Nos.1-9 Carnarvon Road, TST, KLN",TRUE
887,387,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.2985613,114.1739669,九龍尖沙咀加拿分道33至35號發利大廈地下33S舖位,"Shop 33S, G/F., James S. Lee Mansion, No.33-35 Carnarvon Rd, TST, KLN",TRUE
672,273,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.2982188,114.1733125,九龍尖沙咀加拿芬道22號地下舖位,"G/F., No.22 Carnarvon Road, TST, KLN",TRUE
1565,918,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.30086462,114.1782019,九龍尖沙咀加連威老道100號港晶中心地下56-57號舖,"Shop Nos. 56-57, G/F, Harbour Crystal Centre, No.100 Granville Road, Tsim Sha Tsui, Kowloon",TRUE
1246,634,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.297072,114.1706759,九龍尖沙咀宜昌街6號地下部份,"Portion of Ground Floor, No.6 Ichang Street, Tsim Sha Tsui, Kowloon",TRUE
1130,550,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.3026088,114.1754722,九龍尖沙咀柯士甸路14-18號僑豐大廈地下5及5A號舖位,"Shop No.5 & 5A, G/F., Kiu Fung Mansion, Nos.14-18 Austin Avenue, TST, KLN",TRUE
327,97,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.29470021,114.1690153,九龍尖沙咀梳利士巴道3號星光行地下7號舖,"Shop 7, G/F Star House, 3 Salisbury Road, TST, Kln",TRUE
523,196,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.297612,114.1713928,九龍尖沙咀樂道23號地下B舖位,"Shop B, G/F., No. 23 Lock Road, TST, KLN",TRUE
1302,679,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.298007,114.173865,九龍尖沙咀河內道1A號地下,"Ground Floor, No.1A Hanoi Road, Tsim Sha Tsui, Kowloon",TRUE
400,130,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.2970722,114.1751935,九龍尖沙咀漆咸道17-19號帝后廣場地下12號舖,"Shop 12, G/F, Empress Plaza, 17-19 Chatham Rd., TST, Kln.",TRUE
508,188,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.300959,114.1761942,九龍尖沙咀漆咸道南81號南海大廈地下A舖(舖面向天文台道),"Shop A, G/F., South Sea Apartment, 81 Chatham Road South, TST, KLN",TRUE
1041,485,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.2960773,114.1714083,九龍尖沙咀漢口道8-10號漢中大廈地下A舖,"Shop A, G/F, Hanchung Mansion, 8-10 Hankow Road, TST, Kln",TRUE
308,91,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.2979489,114.1741949,九龍尖沙咀赫德道5-9A德裕中心地下1及2號舖,"Shop 1 & 2, G/F, Hart Avenue Plaza, 5-9A Hart Avenue, TST, Kln",TRUE
1033,480,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.3003372,114.1730106,九龍尖沙咀金巴利道20號香檳大廈地下A舖,"Shop A, G/F, Champagne Court, 20 Kimberley Road, TST, Kln",TRUE
746,312,7-Eleven 尖沙咀,7-Eleven Tsim Sha Tsui,尖沙咀,Tsim Sha Tsui,22.3017935,114.1755154,九龍尖沙咀金巴利道74-76號奇盛中心地下B號舖位,"Shop Unit B on G/F., Kee Shing Centre, 74-76 Kimberley Road, TST, KLN",TRUE
