ShopName,Address_FullAddress,Address_Lat,Address_Lng,Address_LocationType,Address_PlaceID,District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nail Kiss,"慧安商場B131號鋪, Hong Kong",22.3241999,114.2539035,ROOFTOP,ChIJA6BC1AgEBDQRSmY_ZYu6GWo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spa L'occitane,179103 Hong Kong,22.3189033,114.1754025,ROOFTOP,ChIJ3_SNi8UABDQR-tF2Ft1LnMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKIN LAB HK,"銅鑼灣駱克道463-483號銅鑼灣廣場二期1505-1507室, Causeway Bay",22.2805855,114.1822161,ROOFTOP,ChIJ10U_3lYABDQRGE-ZBNvFrZo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marubi Beauty 丸美美學,"Flat B, 19/F, Po Shau Centre, 115 How Ming Street, Kwu Tung, Hong Kong",22.311755,114.2245155,ROOFTOP,EjkxOSwgUG8gU2hhdSBDZW50cmUsIDExNSBIb3cgTWluZyBTdCwgS3d1biBUb25nLCBIb25nIEtvbmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Right Spot - HK's Newest Urban Spa,"20 Stanley Street 5/F, Central District, Hong Kong",22.2820755,114.1556632,ROOFTOP,ChIJf5NTSnsABDQRAPpogonjamA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyara Natural Therapies,"2/F, 27 Hollywood Road, Central District, Hong Kong",22.2821788,114.153867,ROOFTOP,ChIJSfjTbHsABDQRaF99-vM3PFg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joy's Spa&beauty,"2/F,5 Jervois Street,Sheung Wan,Hong Kong, Hong Kong",22.2852784,114.1525782,ROOFTOP,ChIJQVNDXnwABDQRb7EIJpIUgyU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
綺麗纖體美容中心,"九龍觀塘巧明街117號港貿中心18樓03室, Hong Kong",22.3115786,114.2247003,ROOFTOP,EjowMywgRW50cmVwb3QgQ2VudHJlLCAxMTcgSG93IE1pbmcgU3QsIEt3dW4gVG9uZywgSG9uZyBLb25n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V Spa Centre,"尖沙咀廣東道58號帝國大廈9樓C&D室, 000852 Hong Kong",22.2981778,114.168947,ROOFTOP,ChIJk1yLXu0ABDQR3qg01fVVCsU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakura Beauty,"11th Floor, Carfield Commercial Building, 75-77 Wyndham Street, Central, 香港",22.2818436,114.1547683,ROOFTOP,ChIJY_TbOHsABDQRQEOI-ma3YVQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KISS 面部經絡美容專門店,"佐敦, 00852 Hong Kong",22.3073759,114.1707949,ROOFTOP,ChIJN41h9eoABDQRetRHFUxelrc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Store,"North Point, 852 North Point",22.2894766,114.1952359,ROOFTOP,ChIJixrftwMBBDQRKEU7VapDKHk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONY HK,"Suite F, 15/F West Gate Tower, 7 Wing Hong Street, Cheung Sha Wan, Kowloon, Hong Kong, Hong Kong",22.3383087,114.1453752,ROOFTOP,Ej4xNSwgV2VzdCBHYXRlIFRvd2VyLCA3IFdpbmcgSG9uZyBTdCwgQ2hldW5nIFNoYSBXYW4sIEhvbmcgS29uZw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
索媽大作戰 Yummy Mummy Wannabe,"10/F, Caroline Centre,  Lee Gardens 2, 28 Yun Ping Road, Causeway Bay, Hong Kong",22.2785859,114.1857227,ROOFTOP,ChIJbXKvq1YABDQRVAFSS23BFME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無添加工房  Private Natural Garden,"HK, 00000 Sheung Shui, Hong Kong",22.5177503,114.1180633,ROOFTOP,ChIJMfFwY3X2AzQRlkMiX3p0tRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四季納米汗蒸舍,"元朗同樂街36號2樓（近開心廣場）, Yuen Long",22.444665,114.028109,ROOFTOP,ChIJK0Zj9qDwAzQRLKGjjWsDdV0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAIA natural baby HK,"Unit A & D, 15/F., Nathan Commercial Building, 430-436 Nathan Road, Kowloon, Hong Kong",51.46172,-112.73511,ROOFTOP,ChIJSY4voHkNc1MRmGybqwrP4p0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA LING L'Esprit du Th?,"3306A, Level 3, Gateway Arcade, Harbour City, 0000 Tsim Sha Tsui, Hong Kong",22.296616,114.16968,ROOFTOP,ChIJn8mjk_IABDQR2PBD52Aa4LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motto Beauty Workshop,"九龍旺角煙廠街9號興發商業大廈22樓5室 (前來參觀或購物前，敬請預約), 00852 Mong Kok, Hong Kong",22.3166134,114.1721236,ROOFTOP,EizpppnmuK_ml7rop5LnhZnlu6DooZc56Jmf6IiI55m85ZWG5qWt5aSn5buINQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oksu Beauty,"International Industrial Building, Fo Tan, Hong Kong",22.3372183,114.1456539,ROOFTOP,ChIJeQKQDVUHBDQRQlyHWfiv25s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.aholic - 天然護膚產品中心,"Flat 05, 2/F, Yue Fai Commerical Centre, 208 Aberdeen Main Road, Aberdeen, HK, N/A Hong Kong",22.2497851,114.1548504,ROOFTOP,EkgwNSwgWXVlIEZhaSBDb21tZXJjaWFsIENlbnRyZSwgMjA4IEFiZXJkZWVuIE1haW4gUmQsIEFiZXJkZWVuLCBIb25nIEtvbmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
悠美坊 Beauty Home ﹣ 上門美容服務,"kolowoon, 852 Hong Kong",22.2828804,114.1563397,ROOFTOP,ChIJAQAkqWQABDQRz9lG5vfZxCs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美詩手工皂 Cougars Handmade Soap Hong Kong /母乳皂/手工皂材料,"香港九龍旺角通菜街1A-1L,威達商業大廈, 22樓2212A室, 852 Kowloon, Hong Kong",22.3163037,114.1710135,ROOFTOP,Ekc4NTIsIFdpdHR5IENvbW1lcmNpYWwgQnVpbGRpbmcsIDFBLTFMIFR1bmcgQ2hvaSBTdCwgTW9uZyBLb2ssIEhvbmcgS29uZw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671555706413103," we make it science""

FILORGA 指定專櫃地址 ：
https://goo.gl/yN5ojF
""","KOLOUR·Tsuen Wan II, TWTL 301, Tsuen Wan, Tsuen Wan, Hong Kong",22.3707684,114.1175548,ROOFTOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteca Hong Kong 保特加,"Cable TV Tower, Tsuen Wan, Hong Kong",22.372972,114.107139,ROOFTOP,ChIJY7Lha-X4AzQRVyEkZz4bE8s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classic Beaute,"中環砵典乍街10號19樓全層, Hong Kong",22.408244,113.968669,ROOFTOP,ChIJ3T2ZYtj6AzQRhj4_xAIEgfw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaute ME,"Flat I, 24/F., Block 4, Golden Dragon Ind. Centre, 182-190 Tai Lin Pai Road, Kwai Chung, Hong Kong",22.3578427,114.131397,ROOFTOP,ChIJFSYkRb34AzQRK7-PW_egYds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin18 - Nature Beauty Skin Care,"Cheung Hing Industrial Building, 12P Smithfield Road, 00000 Kennedy Town, Hong Kong",22.2807955,114.1291416,ROOFTOP,ChIJYV36YZD_AzQRlgOJzQvZITk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Vivana,"Unit A, 16/F, 8 Hart Avenue, Tsim Sha Tsui",22.298233,114.1747825,ROOFTOP,EigxNiwgOCBIYXJ0IEF2ZSwgVHNpbSBTaGEgVHN1aSwgSG9uZyBLb25n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby Spa HK,"Shop 2-074, 2/F, Tseung Kwan O Plaza, Hong Kong Hong Kong",22.3110909,114.2586943,ROOFTOP,ChIJTSTQjfMDBDQRvzvLhMhmEmY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fullmask,"D6B, 17/F, TML Tower, 3 Hoi Shing Road, Tsuen Wan, N.T., Hong Kong",22.3735128,114.1059136,ROOFTOP,ChIJbVQtFuX4AzQRyzNKVanizWs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UChoose,"shop33,2/F,Kingswood Richly Plaza,Tin Wu Road, Tin Shui Wai, 00000 Hong Kong",22.4522537,114.0004029,ROOFTOP,ChIJ8YMUEH7wAzQRqzM52GT04cM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marine Elements 深海肌元,"Suite 205, 2/F, Eastern Centre, 1065 King's Road, Quarry Bay, Hong Kong, Hong Kong",22.2851153,114.2142514,ROOFTOP,EjoyMDUsIEVhc3Rlcm4gQ2VudHJlLCAxMDY1IEtpbmcncyBSZCwgUXVhcnJ5IEJheSwgSG9uZyBLb25n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOJO Beauty,"香港新界葵涌葵昌路18至24號美順工業大廈3樓D7室, 0000 Hong Kong",22.3627611,114.1354818,ROOFTOP,EkwxOGIsIFdhaCBUYXQgSW5kdXN0cmlhbCBDZW50cmUgQmxvY2sgQSwgOCBXYWggU2luZyBTdCwgS3dhaSBDaHVuZywgSG9uZyBLb25n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Spa by Jan,"Unit 1502, Siu Ying Commercial Building, 151-155 Queen's Road Central, Hong Kong",22.28455,114.153753,ROOFTOP,ChIJZZwoknwABDQRb2GcgBdmqLc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akina Beauty,"Hong Kong, 852 Hong Kong",22.2828804,114.1563397,ROOFTOP,ChIJAQAkqWQABDQRz9lG5vfZxCs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home de Perfect Beauty,"1401 Tern Commercial Building, 39 Granville Road, Tsim Sha Tsui, NA Hong Kong",22.300215,114.1745586,ROOFTOP,ChIJCRsvj-4ABDQR1uE46f6Igo8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maru Beauty Centre 丸島美容護理中心,"Shop 1-2, level 1, Shatin Centre, Shatin, Hong Kong",22.3814592,114.1889307,ROOFTOP,ChIJFTcnqK0HBDQRdC7jGqw4Cd4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACE IT - Rejuvenation Solutions,852 Causeway Bay,22.281025,114.183831,ROOFTOP,ChIJC3qH8VYABDQR3aL9tK_VJtc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oya Body Shaping Clinics,"Unit 702, 7/Floor, Winway Building, 50 Wellington Street, Central, Hong Kong",22.2817015,114.1554078,ROOFTOP,Ejo3MDIsIFdpbndheSBCdWlsZGluZywgNTAgV2VsbGluZ3RvbiBTdCwgQ2VudHJhbCwgSG9uZyBLb25n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ever-Beauty Skin Care & Products Center 麒泰皮膚護理用品中心,"Room 401, 4/F., Peter Building, 58 Queen's Road Central, Hong Kong, Hong Kong",22.2824024,114.1558026,ROOFTOP,EkM0MDEsIFBldGVyIEJ1aWxkaW5nLCA1OC02MiBRdWVlbidzIFJvYWQgQ2VudHJhbCwgQ2VudHJhbCwgSG9uZyBLb25n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUUR Skin Care,"Room 4A, Cheong Wai Building, Yau Ma Tei, Hong Kong",22.3135545,114.1700614,ROOFTOP,EkE0YSwgQ2hlb25nIFdhaSBCdWlsZGluZywgNjItNjYgUG9ydGxhbmQgU3QsIFlhdSBNYSBUZWksIEhvbmcgS29uZw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latoja Beautilicious HK,"Kam Teen Industrial Building, 135 Connaught Road West, Unit 213, 2/F, Sai Ying Pun, Hong Kong",22.2883141,114.1434477,ROOFTOP,Ek4yMTMsIEthbSBUZWVtIEluZHVzdHJpYWwgQnVpbGRpbmcsIDEzNSBDb25uYXVnaHQgUmQgVywgU2FpIFlpbmcgUHVuLCBIb25nIEtvbmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioMaman有機護膚organic skin care,"19 Des Voeux, Central, 0000 Hong Kong",22.2826295,114.157823,ROOFTOP,ChIJVYyKm2QABDQRKBJvdCGt2G0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPC,"No. 9-11 Maidstone Lane, To Kwa Wan, Kln, Hong Kong",22.3197021,114.1869205,ROOFTOP,ChIJ065YItcABDQRvBBl2xD8FWs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasmine Organic,"Unit 1305, 13/F, Wu Sang House, 655 Nathan Road, Kowloon, Mong Kok, Hong Kong",22.3185003,114.1692486,ROOFTOP,EjcxMzA1LCBXdSBTYW5nIEhvdXNlLCA2NTUgTmF0aGFuIFJkLCBNb25nIEtvaywgSG9uZyBLb25n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?ber Natural,"Lippo Centre, Hong Kong",22.279702,114.163152,ROOFTOP,ChIJf3aXjGYABDQRsB4WIaxyCPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amio Cosmetics,"Unit 104,1/F,Catic Building, 44 Tsun Yip Street, 00852 Kwun Tong, Hong Kong",22.310247,114.2215425,ROOFTOP,Ej0xMDQsIENGQy1jYXRpYyBCdWlsZGluZywgNDQgVHN1biBZaXAgU3QsIEt3dW4gVG9uZywgSG9uZyBLb25n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin Power Lab,"70 Queen's Road Central, Central, Hong Kong",22.2826315,114.1555936,ROOFTOP,ChIJ-x18UnsABDQRdGp3YWkdXyM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雪肌盈美容中心 Tel: 2803 2393  Suki's Beauty Centre Tel: 2803 2393,"香港?魚涌英皇道993-997號， 萬利廣? 姿采坊K16 舖及一期61舖. Shop K16 and 61, Manley Shopping Centre, 993-997 King's Road,, Hong Kong Hong Kong",22.285514,114.211539,ROOFTOP,ChIJR5SkhwsBBDQRDtlScavj8Ww,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supersnatural,香港東角軒尼詩道500號希慎廣場8/F-10/F,22.2796261,114.1839291,ROOFTOP,ChIJqaEEx1YABDQR1hvP_ORaUWY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShowArt 創藝,"天水圍俊宏軒廣場一樓 106號舖, 00000 Hong Kong",22.4682441,114.0002857,ROOFTOP,ChIJHyMjFmDwAzQRQ0gvD6yOf0A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hair Art Salon,"天水圍天盛商場 一樓 L108號 舖, 00852 Hong Kong",22.4488725,114.0027609,ROOFTOP,ChIJmwyQQoDwAzQR2IMgONxOP00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Wan @ My Place for Hair,"安寧路61號新榮樓地舖, Yuen Long",22.4459093,114.0267098,ROOFTOP,ChIJKzwrS6DwAzQROLwpJZEduWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salon Busy Bee,"元朗安寧路112號, Yuen Long",22.4461217,114.0235605,RANGE_INTERPOLATED,Ei4xMTIgWXVlbiBMb25nIE9uIE5pbmcgUmQsIFl1ZW4gTG9uZywgSG9uZyBLb25n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cute Cut,"Shop 3, Transport Plaza, 2-6 Fung Cheung Road, Yuen Long, Hong Kong",22.4436021,114.0316567,ROOFTOP,ChIJu1NjSKfwAzQRt5MDSr7GUm8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HairLoft by Kanya,"元朗大棠道32-34號捷榮樓1樓D室, Yuen Long Town",22.4431495,114.028499,ROOFTOP,EifpppnmuK_lhYPmnJflpKfmo6Dot68zMi0zNOiZn-aNt-amruaok2Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986 Hair Design Group,"元朗谷亭街1樓傑文樓1樓A(大棠路輕鐵站對面,東亞銀行隔離), 00852 Yuen Long",22.4449,114.029628,ROOFTOP,EiPpppnmuK_lhYPmnJfosLfkuq3ooZcx6Jmf5YKR5paH5qiTMQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BandA - before ? after（Place 1 Hair Salon）,"屯門屯喜路2號屯門柏麗廣場27樓2711室, Hong Kong",22.390968,113.9772455,ROOFTOP,ChIJD-gdiz37AzQRCQly_1kmKHY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麗晶髮廊Regent Salon,"屯門青菱徑時尚電腦城G27舖, Hong Kong",22.4020712,113.9783072,ROOFTOP,ChIJlxtYaB_7AzQRLK8xGMzq0zA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well Hair Salon,屯門鄉事會路44號順利樓一樓E1室,22.3962771,113.9748285,ROOFTOP,Ei7pppnmuK_lsa_ploDlsa_ploDphInkuovmnIPot680MOiZn-mghuWIqeaok2Ux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Backstage Hair Group,"屯門中央廣場地下G1鋪/Shop G1, Tuen Mun Central Square, 22 Hoi wing road, Tuen mun, Hong Kong",22.381095,113.971282,ROOFTOP,ChIJi2pZzEb7AzQRJmyW_BbqIMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hair Studio - 屯門分店,"屯門H.A.N.D.S商場N區三樓N312號舖, Hong Kong",22.3870594,113.9761299,ROOFTOP,ChIJWzQcTFdO_xMRphteuZ7e0kE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hairology,"No.4,G/F,Lin Wong Bldg,Tak Ching Court, 98277 Tuen Mun San Hui, Hong Kong",22.3955655,113.9749046,ROOFTOP,ChIJY1Vu0yL7AzQRwBF3puFzzh4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technical Hair Massage Nail Beauty,"Shop 19, Gold Coast Piazza, No. 1, Castle Peak Road, Tuen Mun",22.3718951,113.9925625,ROOFTOP,ChIJ-_xB83D7AzQRKPeGKMJpSlc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hairpoint66,"1/F,No,66 Lung Sum Avenue,Sheung Shui, 852 Sheung Shui, Hong Kong",22.5030729,114.1287485,RANGE_INTERPOLATED,Eic2NiBMdW5nIFN1bSBBdmUsIFNoZXVuZyBTaHVpLCBIb25nIEtvbmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hill Salon,"新界大埔汀角路29-35號榮暉花園地下3A舖, 852 Hong Kong",22.45339,114.1655562,ROOFTOP,EjgzYSwgV2luZyBGYWkgUGxhemEsIDI5LTM1IFRpbmcgS29rIFJkLCBUYWkgUG8sIEhvbmcgS29uZw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr.House,"大埔中心 ，翠屏商場 ，一樓40號舖, 852 Hong Kong",22.453196,114.167955,ROOFTOP,ChIJs9Qh9UcIBDQRRW7JNEN42n0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empress Salon,"新界大埔昌運中心1樓119號A舖, 000000 Hong Kong",22.452215,114.167932,ROOFTOP,ChIJXUMuhkcIBDQRBEwJ-MsLRv4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIM. HAIR,"田心村 82號, Tai Wai",22.3744044,114.1783867,RANGE_INTERPOLATED,EiE4MiBUYWkgV2FpIFJkLCBUYWkgV2FpLCBIb25nIEtvbmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hello Hair Salon,"第四期百老匯街69-119號102號D鋪, Lai Chi Kok, Hong Kong",22.336412,114.141826,ROOFTOP,ChIJOTpkxar4AzQRo8ASyzgrGCQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hair,"297 Apple Mall , Dragon Centre , Uy Chau Street , Sham Shui Po, 852 Kowloon, Hong Kong",22.33129,114.159791,ROOFTOP,ChIJe-pYFrMABDQROPEISziELWo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Loft Salon,"1/F, 148 Sai Yeung Choi St. S, MongKok, Kowloon, Hong Kong",22.3165479,114.1704329,ROOFTOP,ChIJKUg1A8cABDQRkmb-IjHyuAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZEAL Hair Salon,"旺角西洋菜南街134-136號一樓, 852 Kowloon, Hong Kong",22.3198999,114.170063,ROOFTOP,EjE4NTIsIDEzNCBTYWkgWWV1bmcgQ2hvaSBTdCBTLCBNb25nIEtvaywgSG9uZyBLb25n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wave Salon Group,"西洋菜南街242號一樓, 852 Hong Kong",22.3165242,114.1704167,ROOFTOP,Ei84NTIsIDEgU2FpIFlldW5nIENob2kgU3QgUywgTW9uZyBLb2ssIEhvbmcgS29uZw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAGE.1 HAIR,"1/F, 67 Sai Yeung Choi ST, Mong Kok",22.3165242,114.1704167,ROOFTOP,ChIJdUw1A8cABDQRtGs6HfWTfQg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP Salon,"G/F, No.94, Soy Street, Mong Kok, Hong Kong",22.3169632,114.1724519,ROOFTOP,ChIJO4nrYcYABDQRX8keoCWSYSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demolsa Hair Salon,"Flat B, 2/F, Po On Bldg., Mongkok, Kowloon, Hong Kong",22.3212893,114.1703633,ROOFTOP,Ej4yLCBQbyBPbiBCdWlsZGluZywgMTI0QS0xMjRCIFR1bmcgQ2hvaSBTdCwgTW9uZyBLb2ssIEhvbmcgS29uZw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DINGCUT,"7/F., No.66 SAI YEUNG CHOI STREET, MONGKOK, KOWLOON, Hong Kong",22.3168462,114.1705149,ROOFTOP,Ei42NiwgNyBTYWkgWWV1bmcgQ2hvaSBTdCBTLCBNb25nIEtvaywgSG9uZyBLb25n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salon Team,"九龍, 852 Hong Kong",22.3072192,114.1720294,ROOFTOP,ChIJK0XuQuoABDQRahqYK6zkVXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Hair,"旺角彌敦道644-646號陶德大廈M/F, 852 Mong Kok, Hong Kong",22.3186032,114.1697711,ROOFTOP,ChIJhwVYuMcABDQRmsL-wPczPuM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
髮園地,"G/F , 525C Nathan Road , Yau Ma Tei (MTR Exit B2), 852 Hong Kong",22.3072192,114.1720294,ROOFTOP,ChIJK0XuQuoABDQRahqYK6zkVXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
